NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP12||Autoidentificación
Huehuetenango,Aguacatán,Hombre,31,205,Maya
Huehuetenango,Aguacatán,Hombre,32,25,Ladina (o)
Huehuetenango,Aguacatán,Hombre,32,199,Maya
Huehuetenango,Aguacatán,Hombre,33,28,Ladina (o)
Huehuetenango,Aguacatán,Hombre,33,168,Maya
Huehuetenango,Aguacatán,Hombre,34,20,Ladina (o)
Huehuetenango,Aguacatán,Hombre,34,185,Maya
Huehuetenango,Aguacatán,Hombre,35,20,Ladina (o)
Huehuetenango,Aguacatán,Hombre,35,169,Maya
Huehuetenango,Aguacatán,Hombre,36,29,Ladina (o)
Huehuetenango,Aguacatán,Hombre,36,203,Maya
Huehuetenango,Aguacatán,Hombre,37,24,Ladina (o)
Huehuetenango,Aguacatán,Hombre,37,185,Maya
Huehuetenango,Aguacatán,Hombre,38,26,Ladina (o)
Huehuetenango,Aguacatán,Hombre,38,183,Maya
Huehuetenango,Aguacatán,Hombre,39,27,Ladina (o)
Huehuetenango,Aguacatán,Hombre,39,176,Maya
Huehuetenango,Aguacatán,Hombre,40,21,Ladina (o)
Huehuetenango,Aguacatán,Hombre,40,195,Maya
Huehuetenango,Aguacatán,Hombre,41,29,Ladina (o)
Huehuetenango,Aguacatán,Hombre,41,179,Maya
Huehuetenango,Aguacatán,Hombre,42,23,Ladina (o)
Huehuetenango,Aguacatán,Hombre,42,152,Maya
Huehuetenango,Aguacatán,Hombre,43,18,Ladina (o)
Huehuetenango,Aguacatán,Hombre,43,160,Maya
Huehuetenango,Aguacatán,Hombre,44,25,Ladina (o)
Huehuetenango,Aguacatán,Hombre,44,144,Maya
Huehuetenango,Aguacatán,Hombre,45,20,Ladina (o)
Huehuetenango,Aguacatán,Hombre,45,169,Maya
Huehuetenango,Aguacatán,Hombre,46,24,Ladina (o)
Huehuetenango,Aguacatán,Hombre,46,152,Maya
Huehuetenango,Aguacatán,Hombre,47,25,Ladina (o)
Huehuetenango,Aguacatán,Hombre,47,147,Maya
Huehuetenango,Aguacatán,Hombre,48,1,Garífuna
Huehuetenango,Aguacatán,Hombre,48,21,Ladina (o)
Huehuetenango,Aguacatán,Hombre,48,157,Maya
Huehuetenango,Aguacatán,Hombre,49,18,Ladina (o)
Huehuetenango,Aguacatán,Hombre,49,145,Maya
Huehuetenango,Aguacatán,Hombre,50,22,Ladina (o)
Huehuetenango,Aguacatán,Hombre,50,144,Maya
Huehuetenango,Aguacatán,Hombre,51,18,Ladina (o)
Huehuetenango,Aguacatán,Hombre,51,127,Maya
Huehuetenango,Aguacatán,Hombre,52,27,Ladina (o)
Huehuetenango,Aguacatán,Hombre,52,135,Maya
Huehuetenango,Aguacatán,Hombre,53,15,Ladina (o)
Huehuetenango,Aguacatán,Hombre,53,125,Maya
Huehuetenango,Aguacatán,Hombre,54,17,Ladina (o)
Huehuetenango,Aguacatán,Hombre,54,102,Maya
Huehuetenango,Aguacatán,Hombre,55,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Hombre,55,20,Ladina (o)
Huehuetenango,Aguacatán,Hombre,55,104,Maya
Huehuetenango,Aguacatán,Hombre,56,19,Ladina (o)
Huehuetenango,Aguacatán,Hombre,56,104,Maya
Huehuetenango,Aguacatán,Hombre,57,13,Ladina (o)
Huehuetenango,Aguacatán,Hombre,57,125,Maya
Huehuetenango,Aguacatán,Hombre,58,19,Ladina (o)
Huehuetenango,Aguacatán,Hombre,58,115,Maya
Huehuetenango,Aguacatán,Hombre,59,20,Ladina (o)
Huehuetenango,Aguacatán,Hombre,59,124,Maya
Huehuetenango,Aguacatán,Hombre,60,17,Ladina (o)
Huehuetenango,Aguacatán,Hombre,60,134,Maya
Huehuetenango,Aguacatán,Hombre,61,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Hombre,61,10,Ladina (o)
Huehuetenango,Aguacatán,Hombre,61,88,Maya
Huehuetenango,Aguacatán,Hombre,62,15,Ladina (o)
Huehuetenango,Aguacatán,Hombre,62,86,Maya
Huehuetenango,Aguacatán,Hombre,63,17,Ladina (o)
Huehuetenango,Aguacatán,Hombre,63,101,Maya
Huehuetenango,Aguacatán,Hombre,64,15,Ladina (o)
Huehuetenango,Aguacatán,Hombre,64,100,Maya
Huehuetenango,Aguacatán,Hombre,65,13,Ladina (o)
Huehuetenango,Aguacatán,Hombre,65,93,Maya
Huehuetenango,Aguacatán,Hombre,66,12,Ladina (o)
Huehuetenango,Aguacatán,Hombre,66,71,Maya
Huehuetenango,Aguacatán,Hombre,67,1,Garífuna
Huehuetenango,Aguacatán,Hombre,67,8,Ladina (o)
Huehuetenango,Aguacatán,Hombre,67,85,Maya
Huehuetenango,Aguacatán,Hombre,68,11,Ladina (o)
Huehuetenango,Aguacatán,Hombre,68,92,Maya
Huehuetenango,Aguacatán,Hombre,69,8,Ladina (o)
Huehuetenango,Aguacatán,Hombre,69,94,Maya
Huehuetenango,Aguacatán,Hombre,70,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Hombre,70,12,Ladina (o)
Huehuetenango,Aguacatán,Hombre,70,109,Maya
Huehuetenango,Aguacatán,Hombre,71,6,Ladina (o)
Huehuetenango,Aguacatán,Hombre,71,64,Maya
Huehuetenango,Aguacatán,Hombre,72,11,Ladina (o)
Huehuetenango,Aguacatán,Hombre,72,73,Maya
Huehuetenango,Aguacatán,Hombre,73,7,Ladina (o)
Huehuetenango,Aguacatán,Hombre,73,71,Maya
Huehuetenango,Aguacatán,Hombre,74,8,Ladina (o)
Huehuetenango,Aguacatán,Hombre,74,70,Maya
Huehuetenango,Aguacatán,Hombre,75,10,Ladina (o)
Huehuetenango,Aguacatán,Hombre,75,47,Maya
Huehuetenango,Aguacatán,Hombre,76,6,Ladina (o)
Huehuetenango,Aguacatán,Hombre,76,42,Maya
Huehuetenango,Aguacatán,Hombre,77,5,Ladina (o)
Huehuetenango,Aguacatán,Hombre,77,47,Maya
Huehuetenango,Aguacatán,Hombre,78,11,Ladina (o)
Huehuetenango,Aguacatán,Hombre,78,48,Maya
Huehuetenango,Aguacatán,Hombre,79,4,Ladina (o)
Huehuetenango,Aguacatán,Hombre,79,51,Maya
Huehuetenango,Aguacatán,Hombre,80,9,Ladina (o)
Huehuetenango,Aguacatán,Hombre,80,48,Maya
Huehuetenango,Aguacatán,Hombre,81,5,Ladina (o)
Huehuetenango,Aguacatán,Hombre,81,40,Maya
Huehuetenango,Aguacatán,Hombre,82,6,Ladina (o)
Huehuetenango,Aguacatán,Hombre,82,22,Maya
Huehuetenango,Aguacatán,Hombre,83,6,Ladina (o)
Huehuetenango,Aguacatán,Hombre,83,27,Maya
Huehuetenango,Aguacatán,Hombre,84,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Hombre,84,7,Ladina (o)
Huehuetenango,Aguacatán,Hombre,84,29,Maya
Huehuetenango,Aguacatán,Hombre,85,4,Ladina (o)
Huehuetenango,Aguacatán,Hombre,85,22,Maya
Huehuetenango,Aguacatán,Hombre,86,8,Ladina (o)
Huehuetenango,Aguacatán,Hombre,86,13,Maya
Huehuetenango,Aguacatán,Hombre,87,2,Ladina (o)
Huehuetenango,Aguacatán,Hombre,87,28,Maya
Huehuetenango,Aguacatán,Hombre,88,1,Ladina (o)
Huehuetenango,Aguacatán,Hombre,88,25,Maya
Huehuetenango,Aguacatán,Hombre,89,2,Ladina (o)
Huehuetenango,Aguacatán,Hombre,89,14,Maya
Huehuetenango,Aguacatán,Hombre,90,2,Ladina (o)
Huehuetenango,Aguacatán,Hombre,90,7,Maya
Huehuetenango,Aguacatán,Hombre,91,2,Ladina (o)
Huehuetenango,Aguacatán,Hombre,91,6,Maya
Huehuetenango,Aguacatán,Hombre,92,11,Maya
Huehuetenango,Aguacatán,Hombre,93,3,Ladina (o)
Huehuetenango,Aguacatán,Hombre,93,7,Maya
Huehuetenango,Aguacatán,Hombre,94,2,Ladina (o)
Huehuetenango,Aguacatán,Hombre,94,1,Maya
Huehuetenango,Aguacatán,Hombre,95,1,Ladina (o)
Huehuetenango,Aguacatán,Hombre,95,3,Maya
Huehuetenango,Aguacatán,Hombre,96,1,Ladina (o)
Huehuetenango,Aguacatán,Hombre,96,1,Maya
Huehuetenango,Aguacatán,Hombre,97,2,Maya
Huehuetenango,Aguacatán,Hombre,98,1,Ladina (o)
Huehuetenango,Aguacatán,Hombre,103,1,Maya
Huehuetenango,Aguacatán,Mujer,0,51,Ladina (o)
Huehuetenango,Aguacatán,Mujer,0,520,Maya
Huehuetenango,Aguacatán,Mujer,1,1,Garífuna
Huehuetenango,Aguacatán,Mujer,1,56,Ladina (o)
Huehuetenango,Aguacatán,Mujer,1,526,Maya
Huehuetenango,Aguacatán,Mujer,1,1,Xinka
Huehuetenango,Aguacatán,Mujer,2,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,2,84,Ladina (o)
Huehuetenango,Aguacatán,Mujer,2,554,Maya
Huehuetenango,Aguacatán,Mujer,3,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,3,65,Ladina (o)
Huehuetenango,Aguacatán,Mujer,3,552,Maya
Huehuetenango,Aguacatán,Mujer,4,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,4,50,Ladina (o)
Huehuetenango,Aguacatán,Mujer,4,526,Maya
Huehuetenango,Aguacatán,Mujer,5,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,5,60,Ladina (o)
Huehuetenango,Aguacatán,Mujer,5,532,Maya
Huehuetenango,Aguacatán,Mujer,6,1,Garífuna
Huehuetenango,Aguacatán,Mujer,6,64,Ladina (o)
Huehuetenango,Aguacatán,Mujer,6,504,Maya
Huehuetenango,Aguacatán,Mujer,7,1,Garífuna
Huehuetenango,Aguacatán,Mujer,7,60,Ladina (o)
Huehuetenango,Aguacatán,Mujer,7,557,Maya
Huehuetenango,Aguacatán,Mujer,8,1,Extranjera (o)
Huehuetenango,Aguacatán,Mujer,8,2,Garífuna
Huehuetenango,Aguacatán,Mujer,8,63,Ladina (o)
Huehuetenango,Aguacatán,Mujer,8,510,Maya
Huehuetenango,Aguacatán,Mujer,9,60,Ladina (o)
Huehuetenango,Aguacatán,Mujer,9,498,Maya
Huehuetenango,Aguacatán,Mujer,10,1,Garífuna
Huehuetenango,Aguacatán,Mujer,10,62,Ladina (o)
Huehuetenango,Aguacatán,Mujer,10,503,Maya
Huehuetenango,Aguacatán,Mujer,11,74,Ladina (o)
Huehuetenango,Aguacatán,Mujer,11,520,Maya
Huehuetenango,Aguacatán,Mujer,12,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,12,1,Extranjera (o)
Huehuetenango,Aguacatán,Mujer,12,50,Ladina (o)
Huehuetenango,Aguacatán,Mujer,12,503,Maya
Huehuetenango,Aguacatán,Mujer,13,1,Extranjera (o)
Huehuetenango,Aguacatán,Mujer,13,61,Ladina (o)
Huehuetenango,Aguacatán,Mujer,13,519,Maya
Huehuetenango,Aguacatán,Mujer,14,56,Ladina (o)
Huehuetenango,Aguacatán,Mujer,14,507,Maya
Huehuetenango,Aguacatán,Mujer,15,1,Garífuna
Huehuetenango,Aguacatán,Mujer,15,75,Ladina (o)
Huehuetenango,Aguacatán,Mujer,15,561,Maya
Huehuetenango,Aguacatán,Mujer,16,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,16,79,Ladina (o)
Huehuetenango,Aguacatán,Mujer,16,530,Maya
Huehuetenango,Aguacatán,Mujer,17,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,17,1,Garífuna
Huehuetenango,Aguacatán,Mujer,17,73,Ladina (o)
Huehuetenango,Aguacatán,Mujer,17,576,Maya
Huehuetenango,Aguacatán,Mujer,18,2,Garífuna
Huehuetenango,Aguacatán,Mujer,18,76,Ladina (o)
Huehuetenango,Aguacatán,Mujer,18,602,Maya
Huehuetenango,Aguacatán,Mujer,19,51,Ladina (o)
Huehuetenango,Aguacatán,Mujer,19,528,Maya
Huehuetenango,Aguacatán,Mujer,20,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,20,3,Garífuna
Huehuetenango,Aguacatán,Mujer,20,74,Ladina (o)
Huehuetenango,Aguacatán,Mujer,20,546,Maya
Huehuetenango,Aguacatán,Mujer,21,60,Ladina (o)
Huehuetenango,Aguacatán,Mujer,21,532,Maya
Huehuetenango,Aguacatán,Mujer,22,63,Ladina (o)
Huehuetenango,Aguacatán,Mujer,22,525,Maya
Huehuetenango,Aguacatán,Mujer,23,60,Ladina (o)
Huehuetenango,Aguacatán,Mujer,23,481,Maya
Huehuetenango,Aguacatán,Mujer,24,1,Garífuna
Huehuetenango,Aguacatán,Mujer,24,46,Ladina (o)
Huehuetenango,Aguacatán,Mujer,24,434,Maya
Huehuetenango,Aguacatán,Mujer,25,47,Ladina (o)
Huehuetenango,Aguacatán,Mujer,25,470,Maya
Huehuetenango,Aguacatán,Mujer,26,55,Ladina (o)
Huehuetenango,Aguacatán,Mujer,26,374,Maya
Huehuetenango,Aguacatán,Mujer,27,1,Garífuna
Huehuetenango,Aguacatán,Mujer,27,47,Ladina (o)
Huehuetenango,Aguacatán,Mujer,27,452,Maya
Huehuetenango,Aguacatán,Mujer,28,1,Garífuna
Huehuetenango,Aguacatán,Mujer,28,53,Ladina (o)
Huehuetenango,Aguacatán,Mujer,28,384,Maya
Huehuetenango,Aguacatán,Mujer,29,1,Extranjera (o)
Huehuetenango,Aguacatán,Mujer,29,1,Garífuna
Huehuetenango,Aguacatán,Mujer,29,58,Ladina (o)
Huehuetenango,Aguacatán,Mujer,29,367,Maya
Huehuetenango,Aguacatán,Mujer,30,33,Ladina (o)
Huehuetenango,Aguacatán,Mujer,30,314,Maya
Huehuetenango,Aguacatán,Mujer,31,37,Ladina (o)
Huehuetenango,Aguacatán,Mujer,31,300,Maya
Huehuetenango,Aguacatán,Mujer,32,29,Ladina (o)
Huehuetenango,Aguacatán,Mujer,32,303,Maya
Huehuetenango,Aguacatán,Mujer,33,39,Ladina (o)
Huehuetenango,Aguacatán,Mujer,33,300,Maya
Huehuetenango,Aguacatán,Mujer,34,2,Garífuna
Huehuetenango,Aguacatán,Mujer,34,25,Ladina (o)
Huehuetenango,Aguacatán,Mujer,34,289,Maya
Huehuetenango,Aguacatán,Mujer,35,33,Ladina (o)
Huehuetenango,Aguacatán,Mujer,35,296,Maya
Huehuetenango,Aguacatán,Mujer,36,34,Ladina (o)
Huehuetenango,Aguacatán,Mujer,36,286,Maya
Huehuetenango,Aguacatán,Mujer,37,29,Ladina (o)
Huehuetenango,Aguacatán,Mujer,37,294,Maya
Huehuetenango,Aguacatán,Mujer,38,31,Ladina (o)
Huehuetenango,Aguacatán,Mujer,38,312,Maya
Huehuetenango,Aguacatán,Mujer,39,2,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,39,1,Garífuna
Huehuetenango,Aguacatán,Mujer,39,37,Ladina (o)
Huehuetenango,Aguacatán,Mujer,39,256,Maya
Huehuetenango,Aguacatán,Mujer,40,1,Extranjera (o)
Huehuetenango,Aguacatán,Mujer,40,1,Garífuna
Huehuetenango,Aguacatán,Mujer,40,37,Ladina (o)
Huehuetenango,Aguacatán,Mujer,40,271,Maya
Huehuetenango,Aguacatán,Mujer,41,1,Garífuna
Huehuetenango,Aguacatán,Mujer,41,30,Ladina (o)
Huehuetenango,Aguacatán,Mujer,41,231,Maya
Huehuetenango,Aguacatán,Mujer,42,2,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,42,25,Ladina (o)
Huehuetenango,Aguacatán,Mujer,42,240,Maya
Huehuetenango,Aguacatán,Mujer,43,1,Garífuna
Huehuetenango,Aguacatán,Mujer,43,30,Ladina (o)
Huehuetenango,Aguacatán,Mujer,43,220,Maya
Huehuetenango,Aguacatán,Mujer,44,31,Ladina (o)
Huehuetenango,Aguacatán,Mujer,44,222,Maya
Huehuetenango,Aguacatán,Mujer,45,26,Ladina (o)
Huehuetenango,Aguacatán,Mujer,45,231,Maya
Huehuetenango,Aguacatán,Mujer,46,25,Ladina (o)
Huehuetenango,Aguacatán,Mujer,46,225,Maya
Huehuetenango,Aguacatán,Mujer,47,1,Garífuna
Huehuetenango,Aguacatán,Mujer,47,26,Ladina (o)
Huehuetenango,Aguacatán,Mujer,47,209,Maya
Huehuetenango,Aguacatán,Mujer,48,21,Ladina (o)
Huehuetenango,Aguacatán,Mujer,48,209,Maya
Huehuetenango,Aguacatán,Mujer,49,1,Garífuna
Huehuetenango,Aguacatán,Mujer,49,31,Ladina (o)
Huehuetenango,Aguacatán,Mujer,49,194,Maya
Huehuetenango,Aguacatán,Mujer,50,38,Ladina (o)
Huehuetenango,Aguacatán,Mujer,50,186,Maya
Huehuetenango,Aguacatán,Mujer,51,25,Ladina (o)
Huehuetenango,Aguacatán,Mujer,51,177,Maya
Huehuetenango,Aguacatán,Mujer,52,27,Ladina (o)
Huehuetenango,Aguacatán,Mujer,52,170,Maya
Huehuetenango,Aguacatán,Mujer,53,22,Ladina (o)
Huehuetenango,Aguacatán,Mujer,53,148,Maya
Huehuetenango,Aguacatán,Mujer,54,28,Ladina (o)
Huehuetenango,Aguacatán,Mujer,54,161,Maya
Huehuetenango,Aguacatán,Mujer,55,20,Ladina (o)
Huehuetenango,Aguacatán,Mujer,55,155,Maya
Huehuetenango,Aguacatán,Mujer,56,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,56,1,Garífuna
Huehuetenango,Aguacatán,Mujer,56,20,Ladina (o)
Huehuetenango,Aguacatán,Mujer,56,142,Maya
Huehuetenango,Aguacatán,Mujer,57,15,Ladina (o)
Huehuetenango,Aguacatán,Mujer,57,154,Maya
Huehuetenango,Aguacatán,Mujer,58,28,Ladina (o)
Huehuetenango,Aguacatán,Mujer,58,151,Maya
Huehuetenango,Aguacatán,Mujer,59,10,Ladina (o)
Huehuetenango,Aguacatán,Mujer,59,140,Maya
Huehuetenango,Aguacatán,Mujer,60,15,Ladina (o)
Huehuetenango,Aguacatán,Mujer,60,137,Maya
Huehuetenango,Aguacatán,Mujer,61,26,Ladina (o)
Huehuetenango,Aguacatán,Mujer,61,94,Maya
Huehuetenango,Aguacatán,Mujer,62,15,Ladina (o)
Huehuetenango,Aguacatán,Mujer,62,115,Maya
Huehuetenango,Aguacatán,Mujer,63,1,Garífuna
Huehuetenango,Aguacatán,Mujer,63,15,Ladina (o)
Huehuetenango,Aguacatán,Mujer,63,116,Maya
Huehuetenango,Aguacatán,Mujer,64,11,Ladina (o)
Huehuetenango,Aguacatán,Mujer,64,118,Maya
Huehuetenango,Aguacatán,Mujer,65,8,Ladina (o)
Huehuetenango,Aguacatán,Mujer,65,123,Maya
Huehuetenango,Aguacatán,Mujer,66,11,Ladina (o)
Huehuetenango,Aguacatán,Mujer,66,99,Maya
Huehuetenango,Aguacatán,Mujer,67,8,Ladina (o)
Huehuetenango,Aguacatán,Mujer,67,108,Maya
Huehuetenango,Aguacatán,Mujer,68,14,Ladina (o)
Huehuetenango,Aguacatán,Mujer,68,97,Maya
Huehuetenango,Aguacatán,Mujer,69,15,Ladina (o)
Huehuetenango,Aguacatán,Mujer,69,110,Maya
Huehuetenango,Aguacatán,Mujer,70,1,Afrodescendiente/Creole/Afromestizo
Huehuetenango,Aguacatán,Mujer,70,10,Ladina (o)
Huehuetenango,Aguacatán,Mujer,70,81,Maya
Huehuetenango,Aguacatán,Mujer,71,6,Ladina (o)
Huehuetenango,Aguacatán,Mujer,71,73,Maya
Huehuetenango,Aguacatán,Mujer,72,12,Ladina (o)
Huehuetenango,Aguacatán,Mujer,72,74,Maya
Huehuetenango,Aguacatán,Mujer,73,11,Ladina (o)
Huehuetenango,Aguacatán,Mujer,73,50,Maya
Huehuetenango,Aguacatán,Mujer,74,16,Ladina (o)
Huehuetenango,Aguacatán,Mujer,74,76,Maya
Huehuetenango,Aguacatán,Mujer,75,7,Ladina (o)
Huehuetenango,Aguacatán,Mujer,75,61,Maya
Huehuetenango,Aguacatán,Mujer,76,12,Ladina (o)
Huehuetenango,Aguacatán,Mujer,76,39,Maya
Huehuetenango,Aguacatán,Mujer,77,7,Ladina (o)
Huehuetenango,Aguacatán,Mujer,77,54,Maya
Huehuetenango,Aguacatán,Mujer,78,7,Ladina (o)
Huehuetenango,Aguacatán,Mujer,78,56,Maya
Huehuetenango,Aguacatán,Mujer,79,7,Ladina (o)
Huehuetenango,Aguacatán,Mujer,79,56,Maya
Huehuetenango,Aguacatán,Mujer,80,9,Ladina (o)
Huehuetenango,Aguacatán,Mujer,80,50,Maya
Huehuetenango,Aguacatán,Mujer,81,4,Ladina (o)
Huehuetenango,Aguacatán,Mujer,81,30,Maya
Huehuetenango,Aguacatán,Mujer,82,5,Ladina (o)
Huehuetenango,Aguacatán,Mujer,82,37,Maya
Huehuetenango,Aguacatán,Mujer,83,4,Ladina (o)
Huehuetenango,Aguacatán,Mujer,83,27,Maya
Huehuetenango,Aguacatán,Mujer,84,4,Ladina (o)
Huehuetenango,Aguacatán,Mujer,84,33,Maya
Huehuetenango,Aguacatán,Mujer,85,2,Ladina (o)
Huehuetenango,Aguacatán,Mujer,85,25,Maya
Huehuetenango,Aguacatán,Mujer,86,3,Ladina (o)
Huehuetenango,Aguacatán,Mujer,86,25,Maya
Huehuetenango,Aguacatán,Mujer,87,3,Ladina (o)
Huehuetenango,Aguacatán,Mujer,87,27,Maya
Huehuetenango,Aguacatán,Mujer,88,2,Ladina (o)
Huehuetenango,Aguacatán,Mujer,88,15,Maya
Huehuetenango,Aguacatán,Mujer,89,3,Ladina (o)
Huehuetenango,Aguacatán,Mujer,89,18,Maya
Huehuetenango,Aguacatán,Mujer,90,1,Ladina (o)
Huehuetenango,Aguacatán,Mujer,90,14,Maya
Huehuetenango,Aguacatán,Mujer,91,2,Ladina (o)
Huehuetenango,Aguacatán,Mujer,91,13,Maya
Huehuetenango,Aguacatán,Mujer,92,2,Ladina (o)
Huehuetenango,Aguacatán,Mujer,92,6,Maya
