NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,PEA||Población económicamente activa,Recuento de PCP1
Sacatepéquez,Antigua Guatemala,Hombre,20,Población económicamente activa,351
Sacatepéquez,Antigua Guatemala,Hombre,21,,98
Sacatepéquez,Antigua Guatemala,Hombre,21,Población económicamente activa,314
Sacatepéquez,Antigua Guatemala,Hombre,22,,101
Sacatepéquez,Antigua Guatemala,Hombre,22,Población económicamente activa,403
Sacatepéquez,Antigua Guatemala,Hombre,23,,82
Sacatepéquez,Antigua Guatemala,Hombre,23,Población económicamente activa,416
Sacatepéquez,Antigua Guatemala,Hombre,24,,69
Sacatepéquez,Antigua Guatemala,Hombre,24,Población económicamente activa,385
Sacatepéquez,Antigua Guatemala,Hombre,25,,53
Sacatepéquez,Antigua Guatemala,Hombre,25,Población económicamente activa,422
Sacatepéquez,Antigua Guatemala,Hombre,26,,40
Sacatepéquez,Antigua Guatemala,Hombre,26,Población económicamente activa,355
Sacatepéquez,Antigua Guatemala,Hombre,27,,55
Sacatepéquez,Antigua Guatemala,Hombre,27,Población económicamente activa,348
Sacatepéquez,Antigua Guatemala,Hombre,28,,43
Sacatepéquez,Antigua Guatemala,Hombre,28,Población económicamente activa,376
Sacatepéquez,Antigua Guatemala,Hombre,29,,23
Sacatepéquez,Antigua Guatemala,Hombre,29,Población económicamente activa,319
Sacatepéquez,Antigua Guatemala,Hombre,30,,39
Sacatepéquez,Antigua Guatemala,Hombre,30,Población económicamente activa,343
Sacatepéquez,Antigua Guatemala,Hombre,31,,21
Sacatepéquez,Antigua Guatemala,Hombre,31,Población económicamente activa,244
Sacatepéquez,Antigua Guatemala,Hombre,32,,36
Sacatepéquez,Antigua Guatemala,Hombre,32,Población económicamente activa,304
Sacatepéquez,Antigua Guatemala,Hombre,33,,12
Sacatepéquez,Antigua Guatemala,Hombre,33,Población económicamente activa,303
Sacatepéquez,Antigua Guatemala,Hombre,34,,32
Sacatepéquez,Antigua Guatemala,Hombre,34,Población económicamente activa,283
Sacatepéquez,Antigua Guatemala,Hombre,35,,21
Sacatepéquez,Antigua Guatemala,Hombre,35,Población económicamente activa,325
Sacatepéquez,Antigua Guatemala,Hombre,36,,21
Sacatepéquez,Antigua Guatemala,Hombre,36,Población económicamente activa,286
Sacatepéquez,Antigua Guatemala,Hombre,37,,16
Sacatepéquez,Antigua Guatemala,Hombre,37,Población económicamente activa,269
Sacatepéquez,Antigua Guatemala,Hombre,38,,27
Sacatepéquez,Antigua Guatemala,Hombre,38,Población económicamente activa,330
Sacatepéquez,Antigua Guatemala,Hombre,39,,16
Sacatepéquez,Antigua Guatemala,Hombre,39,Población económicamente activa,273
Sacatepéquez,Antigua Guatemala,Hombre,40,,18
Sacatepéquez,Antigua Guatemala,Hombre,40,Población económicamente activa,306
Sacatepéquez,Antigua Guatemala,Hombre,41,,19
Sacatepéquez,Antigua Guatemala,Hombre,41,Población económicamente activa,203
Sacatepéquez,Antigua Guatemala,Hombre,42,,20
Sacatepéquez,Antigua Guatemala,Hombre,42,Población económicamente activa,310
Sacatepéquez,Antigua Guatemala,Hombre,43,,13
Sacatepéquez,Antigua Guatemala,Hombre,43,Población económicamente activa,217
Sacatepéquez,Antigua Guatemala,Hombre,44,,26
Sacatepéquez,Antigua Guatemala,Hombre,44,Población económicamente activa,179
Sacatepéquez,Antigua Guatemala,Hombre,45,,12
Sacatepéquez,Antigua Guatemala,Hombre,45,Población económicamente activa,235
Sacatepéquez,Antigua Guatemala,Hombre,46,,11
Sacatepéquez,Antigua Guatemala,Hombre,46,Población económicamente activa,196
Sacatepéquez,Antigua Guatemala,Hombre,47,,16
Sacatepéquez,Antigua Guatemala,Hombre,47,Población económicamente activa,175
Sacatepéquez,Antigua Guatemala,Hombre,48,,18
Sacatepéquez,Antigua Guatemala,Hombre,48,Población económicamente activa,187
Sacatepéquez,Antigua Guatemala,Hombre,49,,14
Sacatepéquez,Antigua Guatemala,Hombre,49,Población económicamente activa,163
Sacatepéquez,Antigua Guatemala,Hombre,50,,22
Sacatepéquez,Antigua Guatemala,Hombre,50,Población económicamente activa,220
Sacatepéquez,Antigua Guatemala,Hombre,51,,21
Sacatepéquez,Antigua Guatemala,Hombre,51,Población económicamente activa,143
Sacatepéquez,Antigua Guatemala,Hombre,52,,17
Sacatepéquez,Antigua Guatemala,Hombre,52,Población económicamente activa,210
Sacatepéquez,Antigua Guatemala,Hombre,53,,22
Sacatepéquez,Antigua Guatemala,Hombre,53,Población económicamente activa,160
Sacatepéquez,Antigua Guatemala,Hombre,54,,14
Sacatepéquez,Antigua Guatemala,Hombre,54,Población económicamente activa,162
Sacatepéquez,Antigua Guatemala,Hombre,55,,24
Sacatepéquez,Antigua Guatemala,Hombre,55,Población económicamente activa,168
Sacatepéquez,Antigua Guatemala,Hombre,56,,19
Sacatepéquez,Antigua Guatemala,Hombre,56,Población económicamente activa,163
Sacatepéquez,Antigua Guatemala,Hombre,57,,21
Sacatepéquez,Antigua Guatemala,Hombre,57,Población económicamente activa,135
Sacatepéquez,Antigua Guatemala,Hombre,58,,28
Sacatepéquez,Antigua Guatemala,Hombre,58,Población económicamente activa,139
Sacatepéquez,Antigua Guatemala,Hombre,59,,36
Sacatepéquez,Antigua Guatemala,Hombre,59,Población económicamente activa,123
Sacatepéquez,Antigua Guatemala,Hombre,60,,38
Sacatepéquez,Antigua Guatemala,Hombre,60,Población económicamente activa,126
Sacatepéquez,Antigua Guatemala,Hombre,61,,25
Sacatepéquez,Antigua Guatemala,Hombre,61,Población económicamente activa,67
Sacatepéquez,Antigua Guatemala,Hombre,62,,42
Sacatepéquez,Antigua Guatemala,Hombre,62,Población económicamente activa,130
Sacatepéquez,Antigua Guatemala,Hombre,63,,33
Sacatepéquez,Antigua Guatemala,Hombre,63,Población económicamente activa,110
Sacatepéquez,Antigua Guatemala,Hombre,64,,28
Sacatepéquez,Antigua Guatemala,Hombre,64,Población económicamente activa,95
Sacatepéquez,Antigua Guatemala,Hombre,65,,38
Sacatepéquez,Antigua Guatemala,Hombre,65,Población económicamente activa,93
Sacatepéquez,Antigua Guatemala,Hombre,66,,41
Sacatepéquez,Antigua Guatemala,Hombre,66,Población económicamente activa,81
Sacatepéquez,Antigua Guatemala,Hombre,67,,43
Sacatepéquez,Antigua Guatemala,Hombre,67,Población económicamente activa,68
Sacatepéquez,Antigua Guatemala,Hombre,68,,49
Sacatepéquez,Antigua Guatemala,Hombre,68,Población económicamente activa,76
Sacatepéquez,Antigua Guatemala,Hombre,69,,46
Sacatepéquez,Antigua Guatemala,Hombre,69,Población económicamente activa,58
Sacatepéquez,Antigua Guatemala,Hombre,70,,60
Sacatepéquez,Antigua Guatemala,Hombre,70,Población económicamente activa,68
Sacatepéquez,Antigua Guatemala,Hombre,71,,42
Sacatepéquez,Antigua Guatemala,Hombre,71,Población económicamente activa,36
Sacatepéquez,Antigua Guatemala,Hombre,72,,54
Sacatepéquez,Antigua Guatemala,Hombre,72,Población económicamente activa,42
Sacatepéquez,Antigua Guatemala,Hombre,73,,43
Sacatepéquez,Antigua Guatemala,Hombre,73,Población económicamente activa,43
Sacatepéquez,Antigua Guatemala,Hombre,74,,39
Sacatepéquez,Antigua Guatemala,Hombre,74,Población económicamente activa,33
Sacatepéquez,Antigua Guatemala,Hombre,75,,38
Sacatepéquez,Antigua Guatemala,Hombre,75,Población económicamente activa,32
Sacatepéquez,Antigua Guatemala,Hombre,76,,45
Sacatepéquez,Antigua Guatemala,Hombre,76,Población económicamente activa,29
Sacatepéquez,Antigua Guatemala,Hombre,77,,33
Sacatepéquez,Antigua Guatemala,Hombre,77,Población económicamente activa,18
Sacatepéquez,Antigua Guatemala,Hombre,78,,42
Sacatepéquez,Antigua Guatemala,Hombre,78,Población económicamente activa,27
Sacatepéquez,Antigua Guatemala,Hombre,79,,37
Sacatepéquez,Antigua Guatemala,Hombre,79,Población económicamente activa,17
Sacatepéquez,Antigua Guatemala,Hombre,80,,47
Sacatepéquez,Antigua Guatemala,Hombre,80,Población económicamente activa,15
Sacatepéquez,Antigua Guatemala,Hombre,81,,40
Sacatepéquez,Antigua Guatemala,Hombre,81,Población económicamente activa,8
Sacatepéquez,Antigua Guatemala,Hombre,82,,36
Sacatepéquez,Antigua Guatemala,Hombre,82,Población económicamente activa,17
Sacatepéquez,Antigua Guatemala,Hombre,83,,23
Sacatepéquez,Antigua Guatemala,Hombre,83,Población económicamente activa,7
Sacatepéquez,Antigua Guatemala,Hombre,84,,27
Sacatepéquez,Antigua Guatemala,Hombre,84,Población económicamente activa,9
Sacatepéquez,Antigua Guatemala,Hombre,85,,27
Sacatepéquez,Antigua Guatemala,Hombre,85,Población económicamente activa,7
Sacatepéquez,Antigua Guatemala,Hombre,86,,20
Sacatepéquez,Antigua Guatemala,Hombre,86,Población económicamente activa,7
Sacatepéquez,Antigua Guatemala,Hombre,87,,33
Sacatepéquez,Antigua Guatemala,Hombre,87,Población económicamente activa,4
Sacatepéquez,Antigua Guatemala,Hombre,88,,26
Sacatepéquez,Antigua Guatemala,Hombre,88,Población económicamente activa,5
Sacatepéquez,Antigua Guatemala,Hombre,89,,16
Sacatepéquez,Antigua Guatemala,Hombre,89,Población económicamente activa,2
Sacatepéquez,Antigua Guatemala,Hombre,90,,15
Sacatepéquez,Antigua Guatemala,Hombre,90,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Hombre,91,,10
Sacatepéquez,Antigua Guatemala,Hombre,92,,15
Sacatepéquez,Antigua Guatemala,Hombre,93,,11
Sacatepéquez,Antigua Guatemala,Hombre,93,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Hombre,94,,3
Sacatepéquez,Antigua Guatemala,Hombre,94,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Hombre,95,,8
Sacatepéquez,Antigua Guatemala,Hombre,95,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Hombre,96,,2
Sacatepéquez,Antigua Guatemala,Hombre,97,,5
Sacatepéquez,Antigua Guatemala,Hombre,97,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Hombre,98,,3
Sacatepéquez,Antigua Guatemala,Hombre,99,,2
Sacatepéquez,Antigua Guatemala,Hombre,103,,1
Sacatepéquez,Antigua Guatemala,Hombre,105,,1
Sacatepéquez,Antigua Guatemala,Mujer,0,,273
Sacatepéquez,Antigua Guatemala,Mujer,1,,310
Sacatepéquez,Antigua Guatemala,Mujer,2,,363
Sacatepéquez,Antigua Guatemala,Mujer,3,,412
Sacatepéquez,Antigua Guatemala,Mujer,4,,387
Sacatepéquez,Antigua Guatemala,Mujer,5,,370
Sacatepéquez,Antigua Guatemala,Mujer,6,,380
Sacatepéquez,Antigua Guatemala,Mujer,7,,385
Sacatepéquez,Antigua Guatemala,Mujer,7,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Mujer,8,,354
Sacatepéquez,Antigua Guatemala,Mujer,8,Población económicamente activa,5
Sacatepéquez,Antigua Guatemala,Mujer,9,,392
Sacatepéquez,Antigua Guatemala,Mujer,9,Población económicamente activa,4
Sacatepéquez,Antigua Guatemala,Mujer,10,,379
Sacatepéquez,Antigua Guatemala,Mujer,10,Población económicamente activa,4
Sacatepéquez,Antigua Guatemala,Mujer,11,,360
Sacatepéquez,Antigua Guatemala,Mujer,11,Población económicamente activa,5
Sacatepéquez,Antigua Guatemala,Mujer,12,,403
Sacatepéquez,Antigua Guatemala,Mujer,12,Población económicamente activa,8
Sacatepéquez,Antigua Guatemala,Mujer,13,,392
Sacatepéquez,Antigua Guatemala,Mujer,13,Población económicamente activa,8
Sacatepéquez,Antigua Guatemala,Mujer,14,,376
Sacatepéquez,Antigua Guatemala,Mujer,14,Población económicamente activa,20
Sacatepéquez,Antigua Guatemala,Mujer,15,,393
Sacatepéquez,Antigua Guatemala,Mujer,15,Población económicamente activa,31
Sacatepéquez,Antigua Guatemala,Mujer,16,,387
Sacatepéquez,Antigua Guatemala,Mujer,16,Población económicamente activa,44
Sacatepéquez,Antigua Guatemala,Mujer,17,,460
Sacatepéquez,Antigua Guatemala,Mujer,17,Población económicamente activa,77
Sacatepéquez,Antigua Guatemala,Mujer,18,,408
Sacatepéquez,Antigua Guatemala,Mujer,18,Población económicamente activa,112
Sacatepéquez,Antigua Guatemala,Mujer,19,,294
Sacatepéquez,Antigua Guatemala,Mujer,19,Población económicamente activa,168
Sacatepéquez,Antigua Guatemala,Mujer,20,,310
Sacatepéquez,Antigua Guatemala,Mujer,20,Población económicamente activa,214
Sacatepéquez,Antigua Guatemala,Mujer,21,,212
Sacatepéquez,Antigua Guatemala,Mujer,21,Población económicamente activa,206
Sacatepéquez,Antigua Guatemala,Mujer,22,,246
Sacatepéquez,Antigua Guatemala,Mujer,22,Población económicamente activa,264
Sacatepéquez,Antigua Guatemala,Mujer,23,,225
Sacatepéquez,Antigua Guatemala,Mujer,23,Población económicamente activa,270
Sacatepéquez,Antigua Guatemala,Mujer,24,,198
Sacatepéquez,Antigua Guatemala,Mujer,24,Población económicamente activa,223
Sacatepéquez,Antigua Guatemala,Mujer,25,,194
Sacatepéquez,Antigua Guatemala,Mujer,25,Población económicamente activa,251
Sacatepéquez,Antigua Guatemala,Mujer,26,,179
Sacatepéquez,Antigua Guatemala,Mujer,26,Población económicamente activa,224
Sacatepéquez,Antigua Guatemala,Mujer,27,,180
Sacatepéquez,Antigua Guatemala,Mujer,27,Población económicamente activa,220
Sacatepéquez,Antigua Guatemala,Mujer,28,,162
Sacatepéquez,Antigua Guatemala,Mujer,28,Población económicamente activa,262
Sacatepéquez,Antigua Guatemala,Mujer,29,,141
Sacatepéquez,Antigua Guatemala,Mujer,29,Población económicamente activa,215
Sacatepéquez,Antigua Guatemala,Mujer,30,,175
Sacatepéquez,Antigua Guatemala,Mujer,30,Población económicamente activa,253
Sacatepéquez,Antigua Guatemala,Mujer,31,,114
Sacatepéquez,Antigua Guatemala,Mujer,31,Población económicamente activa,174
Sacatepéquez,Antigua Guatemala,Mujer,32,,127
Sacatepéquez,Antigua Guatemala,Mujer,32,Población económicamente activa,217
Sacatepéquez,Antigua Guatemala,Mujer,33,,139
Sacatepéquez,Antigua Guatemala,Mujer,33,Población económicamente activa,216
Sacatepéquez,Antigua Guatemala,Mujer,34,,104
Sacatepéquez,Antigua Guatemala,Mujer,34,Población económicamente activa,210
Sacatepéquez,Antigua Guatemala,Mujer,35,,139
Sacatepéquez,Antigua Guatemala,Mujer,35,Población económicamente activa,229
Sacatepéquez,Antigua Guatemala,Mujer,36,,133
Sacatepéquez,Antigua Guatemala,Mujer,36,Población económicamente activa,224
Sacatepéquez,Antigua Guatemala,Mujer,37,,133
Sacatepéquez,Antigua Guatemala,Mujer,37,Población económicamente activa,190
Sacatepéquez,Antigua Guatemala,Mujer,38,,136
Sacatepéquez,Antigua Guatemala,Mujer,38,Población económicamente activa,245
Sacatepéquez,Antigua Guatemala,Mujer,39,,92
Sacatepéquez,Antigua Guatemala,Mujer,39,Población económicamente activa,189
Sacatepéquez,Antigua Guatemala,Mujer,40,,171
Sacatepéquez,Antigua Guatemala,Mujer,40,Población económicamente activa,250
Sacatepéquez,Antigua Guatemala,Mujer,41,,73
Sacatepéquez,Antigua Guatemala,Mujer,41,Población económicamente activa,159
Sacatepéquez,Antigua Guatemala,Mujer,42,,111
Sacatepéquez,Antigua Guatemala,Mujer,42,Población económicamente activa,225
Sacatepéquez,Antigua Guatemala,Mujer,43,,92
Sacatepéquez,Antigua Guatemala,Mujer,43,Población económicamente activa,161
Sacatepéquez,Antigua Guatemala,Mujer,44,,78
Sacatepéquez,Antigua Guatemala,Mujer,44,Población económicamente activa,152
Sacatepéquez,Antigua Guatemala,Mujer,45,,94
Sacatepéquez,Antigua Guatemala,Mujer,45,Población económicamente activa,167
Sacatepéquez,Antigua Guatemala,Mujer,46,,93
Sacatepéquez,Antigua Guatemala,Mujer,46,Población económicamente activa,158
Sacatepéquez,Antigua Guatemala,Mujer,47,,94
Sacatepéquez,Antigua Guatemala,Mujer,47,Población económicamente activa,147
Sacatepéquez,Antigua Guatemala,Mujer,48,,106
Sacatepéquez,Antigua Guatemala,Mujer,48,Población económicamente activa,163
Sacatepéquez,Antigua Guatemala,Mujer,49,,84
Sacatepéquez,Antigua Guatemala,Mujer,49,Población económicamente activa,129
Sacatepéquez,Antigua Guatemala,Mujer,50,,102
Sacatepéquez,Antigua Guatemala,Mujer,50,Población económicamente activa,163
Sacatepéquez,Antigua Guatemala,Mujer,51,,72
Sacatepéquez,Antigua Guatemala,Mujer,51,Población económicamente activa,115
Sacatepéquez,Antigua Guatemala,Mujer,52,,94
Sacatepéquez,Antigua Guatemala,Mujer,52,Población económicamente activa,167
Sacatepéquez,Antigua Guatemala,Mujer,53,,104
Sacatepéquez,Antigua Guatemala,Mujer,53,Población económicamente activa,125
Sacatepéquez,Antigua Guatemala,Mujer,54,,102
Sacatepéquez,Antigua Guatemala,Mujer,54,Población económicamente activa,116
Sacatepéquez,Antigua Guatemala,Mujer,55,,111
Sacatepéquez,Antigua Guatemala,Mujer,55,Población económicamente activa,116
Sacatepéquez,Antigua Guatemala,Mujer,56,,100
Sacatepéquez,Antigua Guatemala,Mujer,56,Población económicamente activa,107
Sacatepéquez,Antigua Guatemala,Mujer,57,,102
Sacatepéquez,Antigua Guatemala,Mujer,57,Población económicamente activa,86
Sacatepéquez,Antigua Guatemala,Mujer,58,,92
Sacatepéquez,Antigua Guatemala,Mujer,58,Población económicamente activa,104
Sacatepéquez,Antigua Guatemala,Mujer,59,,89
Sacatepéquez,Antigua Guatemala,Mujer,59,Población económicamente activa,71
Sacatepéquez,Antigua Guatemala,Mujer,60,,123
Sacatepéquez,Antigua Guatemala,Mujer,60,Población económicamente activa,89
Sacatepéquez,Antigua Guatemala,Mujer,61,,81
Sacatepéquez,Antigua Guatemala,Mujer,61,Población económicamente activa,42
Sacatepéquez,Antigua Guatemala,Mujer,62,,103
Sacatepéquez,Antigua Guatemala,Mujer,62,Población económicamente activa,59
Sacatepéquez,Antigua Guatemala,Mujer,63,,114
Sacatepéquez,Antigua Guatemala,Mujer,63,Población económicamente activa,54
Sacatepéquez,Antigua Guatemala,Mujer,64,,94
Sacatepéquez,Antigua Guatemala,Mujer,64,Población económicamente activa,54
Sacatepéquez,Antigua Guatemala,Mujer,65,,119
Sacatepéquez,Antigua Guatemala,Mujer,65,Población económicamente activa,50
Sacatepéquez,Antigua Guatemala,Mujer,66,,98
Sacatepéquez,Antigua Guatemala,Mujer,66,Población económicamente activa,40
Sacatepéquez,Antigua Guatemala,Mujer,67,,96
Sacatepéquez,Antigua Guatemala,Mujer,67,Población económicamente activa,51
Sacatepéquez,Antigua Guatemala,Mujer,68,,100
Sacatepéquez,Antigua Guatemala,Mujer,68,Población económicamente activa,40
Sacatepéquez,Antigua Guatemala,Mujer,69,,98
Sacatepéquez,Antigua Guatemala,Mujer,69,Población económicamente activa,30
Sacatepéquez,Antigua Guatemala,Mujer,70,,86
Sacatepéquez,Antigua Guatemala,Mujer,70,Población económicamente activa,33
Sacatepéquez,Antigua Guatemala,Mujer,71,,63
Sacatepéquez,Antigua Guatemala,Mujer,71,Población económicamente activa,21
Sacatepéquez,Antigua Guatemala,Mujer,72,,80
Sacatepéquez,Antigua Guatemala,Mujer,72,Población económicamente activa,26
Sacatepéquez,Antigua Guatemala,Mujer,73,,77
Sacatepéquez,Antigua Guatemala,Mujer,73,Población económicamente activa,9
Sacatepéquez,Antigua Guatemala,Mujer,74,,83
Sacatepéquez,Antigua Guatemala,Mujer,74,Población económicamente activa,9
Sacatepéquez,Antigua Guatemala,Mujer,75,,72
Sacatepéquez,Antigua Guatemala,Mujer,75,Población económicamente activa,18
Sacatepéquez,Antigua Guatemala,Mujer,76,,61
Sacatepéquez,Antigua Guatemala,Mujer,76,Población económicamente activa,9
Sacatepéquez,Antigua Guatemala,Mujer,77,,52
Sacatepéquez,Antigua Guatemala,Mujer,77,Población económicamente activa,3
Sacatepéquez,Antigua Guatemala,Mujer,78,,68
Sacatepéquez,Antigua Guatemala,Mujer,78,Población económicamente activa,15
Sacatepéquez,Antigua Guatemala,Mujer,79,,58
Sacatepéquez,Antigua Guatemala,Mujer,79,Población económicamente activa,12
Sacatepéquez,Antigua Guatemala,Mujer,80,,73
Sacatepéquez,Antigua Guatemala,Mujer,80,Población económicamente activa,6
Sacatepéquez,Antigua Guatemala,Mujer,81,,42
Sacatepéquez,Antigua Guatemala,Mujer,81,Población económicamente activa,8
Sacatepéquez,Antigua Guatemala,Mujer,82,,57
Sacatepéquez,Antigua Guatemala,Mujer,82,Población económicamente activa,8
Sacatepéquez,Antigua Guatemala,Mujer,83,,40
Sacatepéquez,Antigua Guatemala,Mujer,83,Población económicamente activa,5
Sacatepéquez,Antigua Guatemala,Mujer,84,,44
Sacatepéquez,Antigua Guatemala,Mujer,84,Población económicamente activa,6
Sacatepéquez,Antigua Guatemala,Mujer,85,,46
Sacatepéquez,Antigua Guatemala,Mujer,85,Población económicamente activa,2
Sacatepéquez,Antigua Guatemala,Mujer,86,,38
Sacatepéquez,Antigua Guatemala,Mujer,86,Población económicamente activa,4
Sacatepéquez,Antigua Guatemala,Mujer,87,,37
Sacatepéquez,Antigua Guatemala,Mujer,87,Población económicamente activa,5
Sacatepéquez,Antigua Guatemala,Mujer,88,,31
Sacatepéquez,Antigua Guatemala,Mujer,89,,27
Sacatepéquez,Antigua Guatemala,Mujer,89,Población económicamente activa,2
Sacatepéquez,Antigua Guatemala,Mujer,90,,27
Sacatepéquez,Antigua Guatemala,Mujer,90,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Mujer,91,,26
Sacatepéquez,Antigua Guatemala,Mujer,92,,19
Sacatepéquez,Antigua Guatemala,Mujer,92,Población económicamente activa,2
Sacatepéquez,Antigua Guatemala,Mujer,93,,21
Sacatepéquez,Antigua Guatemala,Mujer,93,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Mujer,94,,13
Sacatepéquez,Antigua Guatemala,Mujer,95,,6
Sacatepéquez,Antigua Guatemala,Mujer,96,,5
Sacatepéquez,Antigua Guatemala,Mujer,96,Población económicamente activa,1
Sacatepéquez,Antigua Guatemala,Mujer,97,,2
Sacatepéquez,Antigua Guatemala,Mujer,98,,6
Sacatepéquez,Antigua Guatemala,Mujer,99,,3
Sacatepéquez,Antigua Guatemala,Mujer,100,,1
Sacatepéquez,Antigua Guatemala,Mujer,101,,1
Sacatepéquez,Ciudad Vieja,Hombre,0,,273
Sacatepéquez,Ciudad Vieja,Hombre,1,,342
Sacatepéquez,Ciudad Vieja,Hombre,2,,301
Sacatepéquez,Ciudad Vieja,Hombre,3,,349
Sacatepéquez,Ciudad Vieja,Hombre,4,,324
Sacatepéquez,Ciudad Vieja,Hombre,5,,347
Sacatepéquez,Ciudad Vieja,Hombre,6,,308
Sacatepéquez,Ciudad Vieja,Hombre,7,,302
Sacatepéquez,Ciudad Vieja,Hombre,7,Población económicamente activa,1
Sacatepéquez,Ciudad Vieja,Hombre,8,,315
Sacatepéquez,Ciudad Vieja,Hombre,8,Población económicamente activa,2
Sacatepéquez,Ciudad Vieja,Hombre,9,,328
Sacatepéquez,Ciudad Vieja,Hombre,9,Población económicamente activa,1
Sacatepéquez,Ciudad Vieja,Hombre,10,,308
Sacatepéquez,Ciudad Vieja,Hombre,10,Población económicamente activa,6
Sacatepéquez,Ciudad Vieja,Hombre,11,,314
Sacatepéquez,Ciudad Vieja,Hombre,11,Población económicamente activa,2
Sacatepéquez,Ciudad Vieja,Hombre,12,,360
Sacatepéquez,Ciudad Vieja,Hombre,12,Población económicamente activa,16
Sacatepéquez,Ciudad Vieja,Hombre,13,,351
Sacatepéquez,Ciudad Vieja,Hombre,13,Población económicamente activa,24
Sacatepéquez,Ciudad Vieja,Hombre,14,,286
Sacatepéquez,Ciudad Vieja,Hombre,14,Población económicamente activa,39
Sacatepéquez,Ciudad Vieja,Hombre,15,,229
Sacatepéquez,Ciudad Vieja,Hombre,15,Población económicamente activa,91
Sacatepéquez,Ciudad Vieja,Hombre,16,,220
Sacatepéquez,Ciudad Vieja,Hombre,16,Población económicamente activa,114
Sacatepéquez,Ciudad Vieja,Hombre,17,,220
Sacatepéquez,Ciudad Vieja,Hombre,17,Población económicamente activa,181
Sacatepéquez,Ciudad Vieja,Hombre,18,,151
Sacatepéquez,Ciudad Vieja,Hombre,18,Población económicamente activa,206
Sacatepéquez,Ciudad Vieja,Hombre,19,,78
Sacatepéquez,Ciudad Vieja,Hombre,19,Población económicamente activa,229
Sacatepéquez,Ciudad Vieja,Hombre,20,,68
Sacatepéquez,Ciudad Vieja,Hombre,20,Población económicamente activa,290
Sacatepéquez,Ciudad Vieja,Hombre,21,,43
Sacatepéquez,Ciudad Vieja,Hombre,21,Población económicamente activa,248
Sacatepéquez,Ciudad Vieja,Hombre,22,,48
Sacatepéquez,Ciudad Vieja,Hombre,22,Población económicamente activa,335
Sacatepéquez,Ciudad Vieja,Hombre,23,,35
Sacatepéquez,Ciudad Vieja,Hombre,23,Población económicamente activa,327
Sacatepéquez,Ciudad Vieja,Hombre,24,,30
Sacatepéquez,Ciudad Vieja,Hombre,24,Población económicamente activa,301
Sacatepéquez,Ciudad Vieja,Hombre,25,,41
Sacatepéquez,Ciudad Vieja,Hombre,25,Población económicamente activa,300
Sacatepéquez,Ciudad Vieja,Hombre,26,,15
