NOMBRE DEPARTAMENTO,NOMBRE MUNICIPIO,PCP6||Sexo,PCP7,Recuento de PCP1,PCP12||Autoidentificación
Guatemala,Amatitlán,Hombre,23,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,23,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,23,1174,Ladina (o)
Guatemala,Amatitlán,Hombre,23,60,Maya
Guatemala,Amatitlán,Hombre,23,2,Xinka
Guatemala,Amatitlán,Hombre,24,6,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,24,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,24,1069,Ladina (o)
Guatemala,Amatitlán,Hombre,24,49,Maya
Guatemala,Amatitlán,Hombre,25,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,25,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,25,1116,Ladina (o)
Guatemala,Amatitlán,Hombre,25,57,Maya
Guatemala,Amatitlán,Hombre,26,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,26,5,Extranjera (o)
Guatemala,Amatitlán,Hombre,26,2,Garífuna
Guatemala,Amatitlán,Hombre,26,994,Ladina (o)
Guatemala,Amatitlán,Hombre,26,37,Maya
Guatemala,Amatitlán,Hombre,27,4,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,27,1,Garífuna
Guatemala,Amatitlán,Hombre,27,997,Ladina (o)
Guatemala,Amatitlán,Hombre,27,50,Maya
Guatemala,Amatitlán,Hombre,27,1,Xinka
Guatemala,Amatitlán,Hombre,28,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,28,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,28,1014,Ladina (o)
Guatemala,Amatitlán,Hombre,28,53,Maya
Guatemala,Amatitlán,Hombre,28,2,Xinka
Guatemala,Amatitlán,Hombre,29,5,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,29,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,29,2,Garífuna
Guatemala,Amatitlán,Hombre,29,908,Ladina (o)
Guatemala,Amatitlán,Hombre,29,42,Maya
Guatemala,Amatitlán,Hombre,29,1,Xinka
Guatemala,Amatitlán,Hombre,30,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,30,995,Ladina (o)
Guatemala,Amatitlán,Hombre,30,45,Maya
Guatemala,Amatitlán,Hombre,31,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,31,679,Ladina (o)
Guatemala,Amatitlán,Hombre,31,29,Maya
Guatemala,Amatitlán,Hombre,31,2,Xinka
Guatemala,Amatitlán,Hombre,32,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,32,2,Garífuna
Guatemala,Amatitlán,Hombre,32,801,Ladina (o)
Guatemala,Amatitlán,Hombre,32,54,Maya
Guatemala,Amatitlán,Hombre,33,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,33,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,33,1,Garífuna
Guatemala,Amatitlán,Hombre,33,813,Ladina (o)
Guatemala,Amatitlán,Hombre,33,45,Maya
Guatemala,Amatitlán,Hombre,34,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,34,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,34,721,Ladina (o)
Guatemala,Amatitlán,Hombre,34,33,Maya
Guatemala,Amatitlán,Hombre,35,4,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,35,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,35,788,Ladina (o)
Guatemala,Amatitlán,Hombre,35,43,Maya
Guatemala,Amatitlán,Hombre,36,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,36,750,Ladina (o)
Guatemala,Amatitlán,Hombre,36,32,Maya
Guatemala,Amatitlán,Hombre,37,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,37,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,37,1,Garífuna
Guatemala,Amatitlán,Hombre,37,702,Ladina (o)
Guatemala,Amatitlán,Hombre,37,40,Maya
Guatemala,Amatitlán,Hombre,37,2,Xinka
Guatemala,Amatitlán,Hombre,38,5,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,38,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,38,868,Ladina (o)
Guatemala,Amatitlán,Hombre,38,29,Maya
Guatemala,Amatitlán,Hombre,38,1,Xinka
Guatemala,Amatitlán,Hombre,39,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,39,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,39,1,Garífuna
Guatemala,Amatitlán,Hombre,39,640,Ladina (o)
Guatemala,Amatitlán,Hombre,39,33,Maya
Guatemala,Amatitlán,Hombre,40,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,40,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,40,2,Garífuna
Guatemala,Amatitlán,Hombre,40,741,Ladina (o)
Guatemala,Amatitlán,Hombre,40,47,Maya
Guatemala,Amatitlán,Hombre,41,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,41,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,41,518,Ladina (o)
Guatemala,Amatitlán,Hombre,41,20,Maya
Guatemala,Amatitlán,Hombre,41,1,Xinka
Guatemala,Amatitlán,Hombre,42,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,42,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,42,1,Garífuna
Guatemala,Amatitlán,Hombre,42,709,Ladina (o)
Guatemala,Amatitlán,Hombre,42,34,Maya
Guatemala,Amatitlán,Hombre,42,1,Xinka
Guatemala,Amatitlán,Hombre,43,4,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,43,2,Garífuna
Guatemala,Amatitlán,Hombre,43,593,Ladina (o)
Guatemala,Amatitlán,Hombre,43,26,Maya
Guatemala,Amatitlán,Hombre,43,2,Xinka
Guatemala,Amatitlán,Hombre,44,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,44,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,44,500,Ladina (o)
Guatemala,Amatitlán,Hombre,44,24,Maya
Guatemala,Amatitlán,Hombre,44,3,Xinka
Guatemala,Amatitlán,Hombre,45,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,45,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,45,1,Garífuna
Guatemala,Amatitlán,Hombre,45,532,Ladina (o)
Guatemala,Amatitlán,Hombre,45,24,Maya
Guatemala,Amatitlán,Hombre,45,2,Xinka
Guatemala,Amatitlán,Hombre,46,4,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,46,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,46,466,Ladina (o)
Guatemala,Amatitlán,Hombre,46,22,Maya
Guatemala,Amatitlán,Hombre,47,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,47,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,47,1,Garífuna
Guatemala,Amatitlán,Hombre,47,473,Ladina (o)
Guatemala,Amatitlán,Hombre,47,21,Maya
Guatemala,Amatitlán,Hombre,48,1,Garífuna
Guatemala,Amatitlán,Hombre,48,513,Ladina (o)
Guatemala,Amatitlán,Hombre,48,14,Maya
Guatemala,Amatitlán,Hombre,48,1,Xinka
Guatemala,Amatitlán,Hombre,49,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,49,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,49,1,Garífuna
Guatemala,Amatitlán,Hombre,49,469,Ladina (o)
Guatemala,Amatitlán,Hombre,49,21,Maya
Guatemala,Amatitlán,Hombre,50,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,50,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,50,566,Ladina (o)
Guatemala,Amatitlán,Hombre,50,24,Maya
Guatemala,Amatitlán,Hombre,51,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,51,359,Ladina (o)
Guatemala,Amatitlán,Hombre,51,17,Maya
Guatemala,Amatitlán,Hombre,52,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,52,1,Garífuna
Guatemala,Amatitlán,Hombre,52,440,Ladina (o)
Guatemala,Amatitlán,Hombre,52,29,Maya
Guatemala,Amatitlán,Hombre,53,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,53,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,53,1,Garífuna
Guatemala,Amatitlán,Hombre,53,389,Ladina (o)
Guatemala,Amatitlán,Hombre,53,15,Maya
Guatemala,Amatitlán,Hombre,53,1,Xinka
Guatemala,Amatitlán,Hombre,54,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,54,370,Ladina (o)
Guatemala,Amatitlán,Hombre,54,14,Maya
Guatemala,Amatitlán,Hombre,55,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,55,3,Extranjera (o)
Guatemala,Amatitlán,Hombre,55,379,Ladina (o)
Guatemala,Amatitlán,Hombre,55,20,Maya
Guatemala,Amatitlán,Hombre,56,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,56,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,56,336,Ladina (o)
Guatemala,Amatitlán,Hombre,56,11,Maya
Guatemala,Amatitlán,Hombre,57,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,57,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,57,310,Ladina (o)
Guatemala,Amatitlán,Hombre,57,16,Maya
Guatemala,Amatitlán,Hombre,57,2,Xinka
Guatemala,Amatitlán,Hombre,58,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,58,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,58,329,Ladina (o)
Guatemala,Amatitlán,Hombre,58,13,Maya
Guatemala,Amatitlán,Hombre,58,1,Xinka
Guatemala,Amatitlán,Hombre,59,288,Ladina (o)
Guatemala,Amatitlán,Hombre,59,17,Maya
Guatemala,Amatitlán,Hombre,60,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,60,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,60,322,Ladina (o)
Guatemala,Amatitlán,Hombre,60,16,Maya
Guatemala,Amatitlán,Hombre,60,2,Xinka
Guatemala,Amatitlán,Hombre,61,217,Ladina (o)
Guatemala,Amatitlán,Hombre,61,5,Maya
Guatemala,Amatitlán,Hombre,61,1,Xinka
Guatemala,Amatitlán,Hombre,62,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,62,278,Ladina (o)
Guatemala,Amatitlán,Hombre,62,7,Maya
Guatemala,Amatitlán,Hombre,63,1,Garífuna
Guatemala,Amatitlán,Hombre,63,264,Ladina (o)
Guatemala,Amatitlán,Hombre,63,14,Maya
Guatemala,Amatitlán,Hombre,64,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,64,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,64,241,Ladina (o)
Guatemala,Amatitlán,Hombre,64,7,Maya
Guatemala,Amatitlán,Hombre,65,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,65,227,Ladina (o)
Guatemala,Amatitlán,Hombre,65,11,Maya
Guatemala,Amatitlán,Hombre,66,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,66,203,Ladina (o)
Guatemala,Amatitlán,Hombre,66,2,Maya
Guatemala,Amatitlán,Hombre,67,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,67,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,67,199,Ladina (o)
Guatemala,Amatitlán,Hombre,67,6,Maya
Guatemala,Amatitlán,Hombre,67,1,Xinka
Guatemala,Amatitlán,Hombre,68,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,68,215,Ladina (o)
Guatemala,Amatitlán,Hombre,68,3,Maya
Guatemala,Amatitlán,Hombre,69,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,69,158,Ladina (o)
Guatemala,Amatitlán,Hombre,69,3,Maya
Guatemala,Amatitlán,Hombre,70,159,Ladina (o)
Guatemala,Amatitlán,Hombre,70,7,Maya
Guatemala,Amatitlán,Hombre,71,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,71,105,Ladina (o)
Guatemala,Amatitlán,Hombre,71,4,Maya
Guatemala,Amatitlán,Hombre,72,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,72,175,Ladina (o)
Guatemala,Amatitlán,Hombre,72,7,Maya
Guatemala,Amatitlán,Hombre,73,134,Ladina (o)
Guatemala,Amatitlán,Hombre,73,5,Maya
Guatemala,Amatitlán,Hombre,74,2,Extranjera (o)
Guatemala,Amatitlán,Hombre,74,111,Ladina (o)
Guatemala,Amatitlán,Hombre,74,1,Maya
Guatemala,Amatitlán,Hombre,75,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,75,118,Ladina (o)
Guatemala,Amatitlán,Hombre,75,2,Maya
Guatemala,Amatitlán,Hombre,75,1,Xinka
Guatemala,Amatitlán,Hombre,76,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,76,85,Ladina (o)
Guatemala,Amatitlán,Hombre,76,3,Maya
Guatemala,Amatitlán,Hombre,77,1,Garífuna
Guatemala,Amatitlán,Hombre,77,91,Ladina (o)
Guatemala,Amatitlán,Hombre,77,2,Maya
Guatemala,Amatitlán,Hombre,78,112,Ladina (o)
Guatemala,Amatitlán,Hombre,78,1,Maya
Guatemala,Amatitlán,Hombre,79,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,79,1,Garífuna
Guatemala,Amatitlán,Hombre,79,64,Ladina (o)
Guatemala,Amatitlán,Hombre,79,2,Maya
Guatemala,Amatitlán,Hombre,80,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,80,71,Ladina (o)
Guatemala,Amatitlán,Hombre,81,44,Ladina (o)
Guatemala,Amatitlán,Hombre,81,2,Maya
Guatemala,Amatitlán,Hombre,82,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,82,63,Ladina (o)
Guatemala,Amatitlán,Hombre,82,1,Maya
Guatemala,Amatitlán,Hombre,83,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,83,60,Ladina (o)
Guatemala,Amatitlán,Hombre,83,1,Maya
Guatemala,Amatitlán,Hombre,84,42,Ladina (o)
Guatemala,Amatitlán,Hombre,85,37,Ladina (o)
Guatemala,Amatitlán,Hombre,85,3,Maya
Guatemala,Amatitlán,Hombre,86,31,Ladina (o)
Guatemala,Amatitlán,Hombre,86,2,Maya
Guatemala,Amatitlán,Hombre,87,32,Ladina (o)
Guatemala,Amatitlán,Hombre,88,1,Extranjera (o)
Guatemala,Amatitlán,Hombre,88,35,Ladina (o)
Guatemala,Amatitlán,Hombre,89,27,Ladina (o)
Guatemala,Amatitlán,Hombre,90,19,Ladina (o)
Guatemala,Amatitlán,Hombre,91,10,Ladina (o)
Guatemala,Amatitlán,Hombre,92,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Hombre,92,14,Ladina (o)
Guatemala,Amatitlán,Hombre,92,1,Maya
Guatemala,Amatitlán,Hombre,93,8,Ladina (o)
Guatemala,Amatitlán,Hombre,94,7,Ladina (o)
Guatemala,Amatitlán,Hombre,95,5,Ladina (o)
Guatemala,Amatitlán,Hombre,96,2,Ladina (o)
Guatemala,Amatitlán,Hombre,97,4,Ladina (o)
Guatemala,Amatitlán,Hombre,98,6,Ladina (o)
Guatemala,Amatitlán,Hombre,98,1,Maya
Guatemala,Amatitlán,Hombre,99,12,Ladina (o)
Guatemala,Amatitlán,Hombre,99,1,Maya
Guatemala,Amatitlán,Hombre,101,1,Ladina (o)
Guatemala,Amatitlán,Mujer,0,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,0,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,0,1,Garífuna
Guatemala,Amatitlán,Mujer,0,994,Ladina (o)
Guatemala,Amatitlán,Mujer,0,26,Maya
Guatemala,Amatitlán,Mujer,1,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,1,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,1,2,Garífuna
Guatemala,Amatitlán,Mujer,1,1078,Ladina (o)
Guatemala,Amatitlán,Mujer,1,31,Maya
Guatemala,Amatitlán,Mujer,1,1,Xinka
Guatemala,Amatitlán,Mujer,2,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,2,3,Extranjera (o)
Guatemala,Amatitlán,Mujer,2,1032,Ladina (o)
Guatemala,Amatitlán,Mujer,2,33,Maya
Guatemala,Amatitlán,Mujer,2,1,Xinka
Guatemala,Amatitlán,Mujer,3,3,Extranjera (o)
Guatemala,Amatitlán,Mujer,3,1,Garífuna
Guatemala,Amatitlán,Mujer,3,1131,Ladina (o)
Guatemala,Amatitlán,Mujer,3,43,Maya
Guatemala,Amatitlán,Mujer,4,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,4,2,Extranjera (o)
Guatemala,Amatitlán,Mujer,4,1,Garífuna
Guatemala,Amatitlán,Mujer,4,1117,Ladina (o)
Guatemala,Amatitlán,Mujer,4,35,Maya
Guatemala,Amatitlán,Mujer,5,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,5,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,5,1099,Ladina (o)
Guatemala,Amatitlán,Mujer,5,43,Maya
Guatemala,Amatitlán,Mujer,6,6,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,6,2,Extranjera (o)
Guatemala,Amatitlán,Mujer,6,1,Garífuna
Guatemala,Amatitlán,Mujer,6,1072,Ladina (o)
Guatemala,Amatitlán,Mujer,6,32,Maya
Guatemala,Amatitlán,Mujer,7,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,7,2,Extranjera (o)
Guatemala,Amatitlán,Mujer,7,2,Garífuna
Guatemala,Amatitlán,Mujer,7,1018,Ladina (o)
Guatemala,Amatitlán,Mujer,7,28,Maya
Guatemala,Amatitlán,Mujer,7,1,Xinka
Guatemala,Amatitlán,Mujer,8,1,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,8,1,Garífuna
Guatemala,Amatitlán,Mujer,8,978,Ladina (o)
Guatemala,Amatitlán,Mujer,8,28,Maya
Guatemala,Amatitlán,Mujer,9,2,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,9,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,9,1042,Ladina (o)
Guatemala,Amatitlán,Mujer,9,36,Maya
Guatemala,Amatitlán,Mujer,9,1,Xinka
Guatemala,Amatitlán,Mujer,10,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,10,1150,Ladina (o)
Guatemala,Amatitlán,Mujer,10,32,Maya
Guatemala,Amatitlán,Mujer,11,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,11,1,Garífuna
Guatemala,Amatitlán,Mujer,11,1014,Ladina (o)
Guatemala,Amatitlán,Mujer,11,33,Maya
Guatemala,Amatitlán,Mujer,11,1,Xinka
Guatemala,Amatitlán,Mujer,12,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,12,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,12,1061,Ladina (o)
Guatemala,Amatitlán,Mujer,12,41,Maya
Guatemala,Amatitlán,Mujer,13,3,Afrodescendiente/Creole/Afromestizo
Guatemala,Amatitlán,Mujer,13,1,Extranjera (o)
Guatemala,Amatitlán,Mujer,13,1,Garífuna
Guatemala,Amatitlán,Mujer,13,1064,Ladina (o)
Guatemala,Amatitlán,Mujer,13,34,Maya
Guatemala,Amatitlán,Mujer,14,3,Afrodescendiente/Creole/Afromestizo
